bujur	lintang	suhu
100	5.5	303.7
100.5	5.5	300.1
101	5.5	296.9
101.5	5.5	294.2
102	5.5	298.4
102.5	5.5	297.5
103	5.5	301.4
103.5	5.5	303.1
104	5.5	303.1
104.5	5.5	303.1
105	5.5	302.8
105.5	5.5	303.1
106	5.5	302.9
106.5	5.5	303.1
107	5.5	303
107.5	5.5	302.9
108	5.5	302.8
108.5	5.5	302.9
109	5.5	303
109.5	5.5	302.9
110	5.5	302.8
110.5	5.5	302.9
111	5.5	302.8
111.5	5.5	302.8
112	5.5	302.9
112.5	5.5	303
113	5.5	303.1
113.5	5.5	303.1
114	5.5	303.1
114.5	5.5	303
115	5.5	303
115.5	5.5	303.2
116	5.5	296.3
116.5	5.5	294
117	5.5	298.9
117.5	5.5	299
118	5.5	300
118.5	5.5	301.7
119	5.5	303
119.5	5.5	302.8
120	5.5	302.6
120.5	5.5	302.4
121	5.5	302.4
121.5	5.5	302.5
122	5.5	302.5
122.5	5.5	302.6
123	5.5	302.6
123.5	5.5	302.6
124	5.5	302.7
124.5	5.5	302.8
125	5.5	303
125.5	5.5	303
126	5.5	302.9
126.5	5.5	303
127	5.5	303.2
127.5	5.5	303.3
128	5.5	303.3
128.5	5.5	303.3
129	5.5	303.3
129.5	5.5	303.2
130	5.5	303.2
130.5	5.5	303.1
131	5.5	303.1
131.5	5.5	303
132	5.5	303.3
132.5	5.5	303.2
133	5.5	303.1
133.5	5.5	303
134	5.5	303.2
134.5	5.5	303.1
135	5.5	303.2
135.5	5.5	303.3
136	5.5	303.2
136.5	5.5	303.3
137	5.5	303.3
137.5	5.5	303.2
138	5.5	303.1
138.5	5.5	303.2
139	5.5	303.2
139.5	5.5	303.3
140	5.5	303.3
140.5	5.5	303.3
141	5.5	303.5
141.5	5.5	303.5
142	5.5	303.5
95	6	302.5
95.5	6	302.5
96	6	303
96.5	6	303.2
97	6	303.4
97.5	6	303.5
98	6	303.8
98.5	6	304.1
99	6	303.9
99.5	6	303.8
100	6	303.8
100.5	6	300.3
101	6	295.4
101.5	6	294.7
102	6	297.7
102.5	6	302.6
103	6	303.1
103.5	6	303.2
104	6	303.2
104.5	6	303
105	6	303
105.5	6	302.9
106	6	303
106.5	6	303
107	6	303.1
107.5	6	303
108	6	303
108.5	6	303
109	6	302.9
109.5	6	303
110	6	302.8
110.5	6	302.9
111	6	302.9
111.5	6	302.9
112	6	302.9
112.5	6	302.9
113	6	303.1
113.5	6	303.2
114	6	303.1
114.5	6	303.1
115	6	303
115.5	6	303
116	6	302.9
116.5	6	292.1
117	6	298.9
117.5	6	300.2
118	6	302.7
118.5	6	303.1
119	6	303.1
119.5	6	302.8
120	6	302.7
120.5	6	302.5
121	6	302
121.5	6	302.5
122	6	302.6
122.5	6	302.4
123	6	302.4
123.5	6	302.6
124	6	302.8
124.5	6	302.3
125	6	302.3
125.5	6	295.9
126	6	303
126.5	6	303.1
127	6	303.2
127.5	6	303.2
128	6	303.4
128.5	6	303.4
129	6	303.2
129.5	6	303.2
130	6	303.1
130.5	6	303
131	6	302.8
131.5	6	302.9
132	6	303
132.5	6	302.9
133	6	302.9
133.5	6	303
134	6	303.1
134.5	6	303.2
135	6	303.4
135.5	6	303.2
136	6	303.1
136.5	6	303.4
137	6	303.3
137.5	6	303.1
138	6	303.2
138.5	6	303.1
139	6	303
139.5	6	303.3
140	6	303.2
140.5	6	303.3
141	6	303.4
141.5	6	303.5
142	6	303.4
